clean_text,category
attack narendra modi، funny video modi himself terrorist attack for indias security,1
the problem see only one side the coin and keep tweeting the same like tapricorder but other aide the xoin tells the aggressive modi also dont like tapricorder just use brains too that can see pisitive things also,-1
sorry the loan amount waived off slave his masters lakh crores mandir wahi banaenge ,-1
modis village electrification among worlds biggest successes this year says this report the financial express ,0
ppl like this these pidis are bigger threat india than raga itselfit’ not about modi bhakt think how the country can sustain this can congi but have live india and children have grow here this rate where will the country head ,1
bjp headed for total humiliation uttar pradesh seeds its impending defeat were planted the day highly communal leader was appointed the post india not country extremes advani learnt after ayodhya modi yogi and amit will learn now,1
yeah they are scared but modi need something sell elections,0
those who voted for lakh are now questioning 72000 not going vote for rahul though ,0
has rahul gandhi any sense even answer question properly let congress put forward noncorrupt ablesensible hardworking strong and patriotic indian for the post prime ministerwhos least eligible for comparison with then ask for votessick looters,1
there better alternative the country than modi presently period,1
modi knows losing his job and therefore this tshirt business ,0
you something different you talk about real things have not seen single progressive idea from any congress leader only modi chor hai and freebies nonsense,1
sab jhol hai bhai  counter modis free income scheme 6000 per year announced this year interim budget congress president rahul gandhi has come with minimum income scheme 6000 per month and 72000 per year for farmerspoor families ,1
both the hands shri modi are already clamped  ,0
yeah cong party jisne 2014 tak poor people bank tak nahin open karaya due loot farjiwada more than opened modi govt for fair transfer and transparent work ,1
youre right krishna free money shouldnt provided but isnt this scheme helps people who are already working they just get extra money complete the minimum wage mark said someone working and getting will get extra and same goes for other people,1
modi biopic dekh opposition will concede ,0
beneficiaries ragas minincome guarantee scheme till todaysoniya gandi family2chidambaram family3nirav modi4ahmed patel5vijay mallya6mkharge7dkshivkumaretctheyre from very poor farmers family,-1
cash for vote scheme whatever you people know that there replica for our modi kitna jor laga aayega modi ,0
congress knocks election commissions door postpone the release modis biopic ,0
but worrisome promise gujarat was rock solid behind modi,-1
wishes were horses sir from where will you provision approx lakh crore rupees and compromising what the cost this will modi bank for this new would needed have you delivered 2004 2008 promises,1
modi govt should had taken action against raul vinci aka rahul gandhi his british citizenship which could had ended his dream temple run and elections dreams india instead ranting unimportant aspects,-1
its there just type modi spelling strength,0
bibi pure news scathing endlines bcs its pappu did the math about families get 72k annual addl expense lakh crore the coffers dont think shd asking how plans fund that not concern its not modi,-1
narendra modis great sense humor best funny speeches about rece via ,1
"blog when will learn instill dignity work especially those done hardworking immigrants like the nepalis such terrible thing that nepalis are contributing the economy doing work like chowkidari writes saransika pandey
",-1
are you talking about 15lakh 100smart cities and black money promises made modi jee,-1
bhalla got call from jaitlie goyal was quick jump out his bed mindlessly criticise reason why modi has performed disastrously economic front bcoz looser economist consultants like bhalla lalla,1
give proofs about blackmoney that modi brought back then will give ,0
this was hindu country what hurts more that still there are people india who don’ relate themselves with this please see the writing the wall for your future wake stop islamisation bharat ensure modi back again regards ,1
dont require chor only honest modi dogschors will bark will bark against modi till elections over results 23rd may 2019,1
modi retweets link buy chowkidar merchandise ,0
dear indians not all the freebies promised the opposition crores per year freebie poorest will have come from middle class they will ruin everything modi has tried bringing economy getting jobs people improving infrastructure ,0
"your point view that shri narendra modi have unrelenting passion for strengthening democracy india
wtf you really believe that didn’ say even wordleave aside taking action his party who publicly assaulted his party mla shoe democracy ",-1
cong ruled states while sonia maino folks narendrabhai modi outsider endless logic seen only south indian films giasuddin kotwals son can motilal term for grocer gandy can become gandhi damn the fool the originl gandhi bechara muft mein gaya,-1
political parties should stop giving promises need action nation cant fooled various jumla now inc does crore poor people get 72000 per year rahul gandhi unveils minimum income support ,-1
foolishness ignore ground realities rjd candidate polled 369 lakhs votes just 50000 less than winning bjp candidate during modi wave tanveer hassan all set defeat bjp begusarai will just take away some antimodi votes its losing contest from start,1
rofl   look the bip cowards starting there useless rhetorical fake propaganda they know they are losing will the turning point overthrow this fascist modi govt ,-1
because modi didnt handle economy well youll vote someone whos overtly bent ruining great going moron aaptard wali language gaya ,0
"modi achievements unemployment rate 45yrs high
lowest ecnomic growth
gdp falling down
rupee value falling
 ram mandir
soldiers dieing
rafael scam other scams
demo failed15lakhs
 farmers dieing india need people leader next ",-1
"
here’ how modi govt fulfilling the aspirations india’ nari shakti via namo app",0
army has been asking for bullet proof from 2004 but cong didnot give them all all the bullet proof was low quality bullet proof but after modi came power ordered bullet froof for the army why did cong back stab tge army who protecting our nation,0
better than just hatemodi campaign isn’ ,1
"more power madhavan sir and vivek sir
its sickening they are taking modi hatred another level",-1
what wrong modi remaining till fit,-1
hes just ensuring modis promise 1500000 rupees kept 72000 year modis honour will restored fewer than years,0
"narendra modi
indian voters are not mood verify the integrity and capability bjp candidates their constituency the ensuring election vote for modiji only whom not only india but the entire world looking for his leadership",0
while the antiyouth modi govt has completely failed the issue jobs the opposition also seems have solid blueprint address the crisis unemployment competitive populism cannot solve the big issues joblessness and farm income ,-1
gadhkari idiot who blurts out dung from his mouth this idiot should know that the canals and dams built congress provide water the whole country and this dhakkan talking about making waterway gadhe kisne mantri banaya feku chor modi chela hai yeh ,-1
answer should the same way like modi had arranged lacs each individual account though ppl are waiting for that small transaction from modi side ,-1
modi thousand one year poor farmers copied using his low 612 72000 will give 72k,-1
modi govt already giving ₹ 6000year all poor farmers holding one hectare land they are already more than poorest,1
cant tolerate film feel movie gonna hurt modi more than congress,1
shudder think what would happen modi does not win majority loot india would start fresh note chaos would prevail god please not inflict this situation the innocent people india 2019,1
acharyaji advises gandhi that dont show your fear for modi fight from amethi ,0
really  modi tussi bohat mazakye but imran khan also taunt him with small man when going see this ,-1
yes and let these looters make farce promises and post elections strtt sucking the nations wealth again and yes only non deserving people not getting any subsidy and govt benefits under modi all needy and deserving only are getting served,1
thats what saying rule was there implement modi made provisions and this pic posted rathee shows modi made the rule only implemented,0
"2all
check day profile comming 4th april want help depute and refer all crime call report any one from medicaltest",0
accha den what abt manarega everyone were saying this scheme will disastrous for india what happened then your arun jaitley himself praises manarega  its possible can debate that doing for votes but everyone does that like modi did 2014,-1
things that have changed massively favour recent times indians realising that they are safe under modis strong leadership fear how the same group thugs will come power loot the country again every indian standing strongly proudly with modi,1
pulwama was drama planned modi terrorist,0
rahul promises ₹72000 per annum poorest people now ready will tell 7lacs per month and much black money  because main hoon ,1
"support modi you will satisfied see love peace country support modi your dream will come true
",1
"more people are needs join strength modi from defence services build new bharat where honest kisan poor and every section the nation can progress and live divinity 
vanda mataram
jai hind",1
"gay hind 
gandu chaie wala boy bana gandu geri legal kerdi why you are crying then
jab modi milata nahein khan 
",1
victory for india the worry for these guys nothing else modi corrupt iike other family controlled parties some these people would have voted for modi also,-1
kuchh aise alg partys rhi modi sath all them chaukidar ,0
now again gurdwara sahib and apologies for your stupid decisions because reality you are not serving india but serving modi doing everything wrong order cause trouble for delhi citizens revenge ,-1
"fears from biopic that too acted vivek oberoi whom they were teasing for his acting skillsdoes the life interesting that they are already fearing before release
",1
the money will come from the same source from which modi’ promise lakhs never came,0
what the connection with freebies and jawans what you call 60k farmers election and ayushman bharat and other subsidies modi govt not parsad but freebies only since you financial expert you should know that other subsidies gets subsumed with such schemes,-1
why sir are worried talk about didi inspired issues they should have the courage speak this loud they hatemodi and remove bjp items ,1
rahul gandhi and congres dont have single valid issue criticise modi government ,-1
then why chowkider narendra modi give assurance last election lakhs rupees every indian account this will gdp fraud modi,0
are resigning are crying this means brexit the policy government not stable bjp strong they shaffel indians worker wanted give railways run agents malya trapped aroya modi trapped sahara trapped there cornered brexit greece debth,-1
poor and want modi win,1
atleast this goes poor people modi has distributed money rich industrialists,-1
movie based the life all set release before its called narendra modi pick better title ,1
ashwin requests narendra modi allow ipl cricketers cast their votes from cities which they are playing firstpost ,0
you are right but modi sarkar main agenda spread hate religious communities backward communities want use every achievement any individual gain name fame personal and political benefits this tweet urs right then look back what were promoting,-1
now its middles class decide whether they want give vote modi tax pappu,0
air india withdraws boarding passes with pictures modi gujarat ,0
modi would more bigger promises and you all will come front and defence him,1
replied with love letter,1
bhakts will given one burnol pocket after elections congress purchased tons burnol from abroad and given some samples modi and admit shah after recent five state elections,0
you can actually remind rahul gandhi 17rs that cried when modi announced are just multiplying numbers and make look big well get and troll again maybe thats why this fella cheering hypocritically,0
what was modi doing before 2014 elections15 lakh per personbring back black money and distribute taxpayers2 crore jobs per yearnobody bigger liar than modi,-1
that you said india has enough money for this scheme wonder why your party couldn’ launch during upa and your government didn’ even have enough money for orop and buy rafales you mean india after five years modi govt has enough money,-1
are sir give some comments atrocities that faced two hindu girls pakistan they forcibly converted sorry you also get converted forcibly modi,1
you still did not answer that why modi was not able bring the black money back which promised did get back the money equivalent about lakh per person not saying should deposit but asking why dint come back,-1
"browse the tweet and you will have clear idea how using fouls language for modi
modi never used such language but asking public vote order strengthen the democracy",1
just like modi did not give lakhs will not give vote liye kuch bhi karega,0
sahi kaharagdo modi kobut rahul saamne comparisonab main tweet aata hunnyay wrong step current budgeting environmentsubsidy regimewhich still hold after much rhetorical banter with yourather ask rahul give universal job guarantee and take vote,-1
they stopped working they will stop getting extra too right the point make minimum wage like western countries this might success failure but this does sounds promising its not like giving away money for free and make them more lazy,1
country need only modi rest are tonti chor lutere gadaar gang,0
have changed profile picture add strength the movement appeal each one you join prime minister modi this endeavour,0
modi will rule forever next years more elections please all food home and job will given free along with lakhs bank account told 2014 are waiting,1
"you said narendra modi stroved for women empowerment and thats why you are joining bjp gave constitutional status backward class commission but not womens commission ask him why
",0
did modi doing where the lakh baffoon ,0
the first poster modi biopic the left and the new poster the right clearly vivek oberoi the second pic who the hell the first thats not vivek oberoi from any angle see the other two photos well ,1
yes its comic movie without comedy but struggles ,1
wise see wind favour modiall pseudo secularists have long faces today,1
war not the first option for any country but india cannot keep quiet when enemy hit our soldiers modi tried for yrs but too ran out options and now showing what ondia can pak,1
absolute power sapna poora lets have some peace india lets have real growth lets have happiness unity and prosperity the indian society lets have ,1
what you are doing encouraging voters vote strengthen our democracy theres nothing void there this antimodi hang who from now will you whatever you say its best just ignore them sir,1
when muslim dont vote for modi why hindu will not vote for modi,0
modi incarnation alla everyone will progress under himhe will take care 157 crore greater bharat ppl indiapkstn,1
"
moody’ upgraded india sovereign credit rating from baa3 baa2 for the first time years all this happening under modi govt
via namo app",1
imran khan also became the opposition leader india well huh chalo samjo ganje baad modi bhi geya,0
have doubt about the fact that modi will sweep majority however sincerely hope see positive and refreshing changes within the mindset the government with outlook towards being progressive and civil nation ,1
though modi himself responsible for modi hindu nationalist was expected raise issues hindus like murder ramalingam and recent manoj baba case but himself has not raised this then reason expect islamist indian media raise those cases,1
will vote for modi ,0
"shame corrupt
and whats about when give imran khan haha ",-1
"
then orop was still long pending but neglected demand today due modi govt orop reality our heroes have been respected and their rights have been honoured via namo app",-1
"oooo are scared
buwahahahah
imran masood will not able cut his chicken into pieces
modi naam sunke usko tahaarat krni pdti hai",-1
fools dont know the difference between profligacy and prudence and know how well rahul gand doing with the promised handouts already know what will gets elected money because modi spent here raabert take for that statement,-1
"parents beware what sign its kids life stake once converted will tough cme back
stanes high coimbatore asks parents sign agree that they have objections their wards are taught protestant christian principles
and this school repute ",-1
why cong never opened bank for poor due forgery royal family and its courtier years ruled modi govt had opened due fair and transparent fund tfr their ,1
good luck rahul remove uneducated modi government ,1
modi welcome back bihar,1
"
northeast india was totally neglected now northeast leads new indias growth story modi himself has visited the region more than times
via namo app",1
would have reacted differently then mamta etc should introspect you dont have right question madhavan and are asshole dont compare them with modi,1
perfect example how social evils pervade man despite his educational and economic background the midst identity becoming joke cant chowkidar brahmin subramanian swamy elections news ,1
yes just use your brain instead fall for that sanghi propaganda for modi did that did this our army not safe how can safe the question need ask understand current situation india surgical strikes are not new but publicity ,1
arent you scared ambani modis friend and your are his employee,0
will implemented congress modi gives only jumla dont worry will not jumla,0
"modi check
maddy check next ",0
"
then job seekers now job creators due modi govts mudra and startup india schemes
via namo app",-1
indian youth react modi governance bjp leader comments women proud woman you must enjoy how you are described your colleagues ,1
gdp modi has distributed rich industrialists can’ spend instead for poor,-1
thread  what editorial has say about upcoming general elections india modi leadership and impact india chins rels few highlights ,-1
china has virtually nothing with indias general elections yet modi has begun play the china card divert the electorates focus,1
heard that modis had made two india one rich india other poor india just clarify without lying you sonia gandhi priyanka gandhi vadra robert vadra comes which india  ,-1
unlikely indians will accept rahul gandhi the countrys modi could finally win his reelection would desist from the china card taking national interest into top consideration ,1
modi makes the general elections will rationally handle relations with china,1
has confidence modis vikas from the winner ,0
what utter crap this same rule applies modis farmer income ,-1
will never support bjp coz hindus always vote development muslims always vote islam btw dont ask wht modi has done first tell what have done for country india secular democratic only bcoz hindus majority believe acceptance togetherness ,1
voodly blog modi jacket ,0
well its fact most indians will criticize any from nehru modi also but wont find anyone who will criticize lbs except dynasty,1
modi was 6000 year not month google ,0
hehe whrs 4lac black money tht modi promised bring back whrs jobswhrs price petrol now plenty morekabhi tym mile ispe bhi gaur karo bhakt,-1
why then modi waived lakh crore few richest individuals country mrs failed economist that was doable then why not this think positive,-1
narendra modi bjp pramod kumar shrivastava vandematram dham varanasi bulanala fight between jhuth and saccha fight between and independent candidate ,0
those asking modi sharing newspaper articles ask them why exactly what has been the exact fall numbers say gdp economic indices etc state the reasons factually why modi must youll draw blank ,1
women empowering site how did win 2014 elections ,1
exactly initially modi gave lakhs now rahul will give thousand trying make more realistic than the former but dont worry you should have firm belief now that all that they say doesnt happen making the economy handling lesser concern ,1
final assault poverty another garibi hatao balloon floated until 2014 govt had money even buy rafale aircraft 2019 there much money pay 72k everyone how because modi govt opposition ,1
owasi hit modi open but inner circles hugs him delhi this aspect known every indian hence not bluff public first you win from hyderabad and see secure seats friend aimm after 2019 elections,1
modi and companies are the real face enemies for india like two parts coins like the way hes use was like given hates and remove peace from nation ाेशबचा ,1
hey guys first ever radio show goes live today why didn’ know about excited and best luck you ,1
after the election modi will get the citizenship amendment bill and then see the mass migration persecuted hindus from pak bangladesh afghanistanwherever there muslim majority country other minority can thrive this has been all over the world and the truth,-1
raga that you said india has enough money for this scheme wonder why your party couldn’ launch during upa your government didn’ even have enough money for orop and buy rafales you mean india after five years modi govt has enough money,-1
and hes been asking about employment modi however today admitted that today while announcing his scheme told journalist that everyone india working what pappu yaar all this while why had been crying over jobs when noone unemployed,-1
but that’ upto and sir and endorse some them also did shows the same ganga but mostly bash modi and help rahul partner lalu who jail ,1
sandip ssingh producer the narendra modi biopic justifies use name the film’ trailer ,0
ram manohar lohia would have been proud nda government modi via namo app ,1
what pakistan seeks report from india mob lynching attacks innocent kashmiris india recent attacks modi bhakts muslim family haryana remember gujarat genocide the way who was referred modern nero the supreme court india ,1
better than the scamsters inc who gave massive amount loans mallya nirav modiand now blaming bjp for that shamelessly and also now trying fool the country with new jumla scheme not even explaining the people how much the current dbt gonna taken away,1
then how will modi fight the electionshe has also defaulted15 lakhs,0
hartly wellcome badrinarayan dhala for leading from bjp bhandaripokhori constituency fir bar modi sarkar,0
can’ become chowkidar because ’ brahmin subramanian swamy modi prefixed the word chowkidar his name and bjp ministers rushed follow suit ,0
all this will not stand front freebies promised rahul our destiny backwards none can save this country wish modi comes with some good counter scheme save this country and from the looters,1
maha milawat for satta swarth and shoshan narendra modi targets mahagathbandhan latest blog post via namo app ,1
not comparing with modi directly asking the question boss,1
vote only for modi and india otherwise nothing,0
only two choices for especially middle class vote narendra modi jizia pappu tughlaq,0
great but modi fascist ,1
bhakt would reply what modi great the uncle talkin abt not from guj india from borders near gujarat and pakistan ,1
the farmers jammu have set trend giving return gift prime minister narendra modi for his bonnanza announced for the community they harvested their premature wheat crop vacate land for his scheduled march rally jammu ,0
for the past few days question very much the news modi who but now the big question that csk who the ipl final ipl2019,-1
nirav modi moves bombay high court stall auction paintings ,1
accept friendship with pakistan frenkly narendra modi without navaj invitation reach pakistan navaj birth day formar advaniji officially visited pak tribute jinnah mazar nothing any wrong ,-1
asha the brainchild upa through nrhm programme was intended serve the rural pregnant women for institutional deliverymodi yogi have just idea role ा,1
"indian must understand and strategy
all the approx 395 crore bogus ration cards which modi govenment deactivated will again active under this scheme and all poor congress supporters will start getting their fund again name poorest families",-1
modi already did giving income tax free limit 500000,1
"
know about modi govts transformative measures empower our farmerswatch this video via namo app",0
listen the whole speech modi and decide for yourself,1
the story narendra modi his own words via ,1
respected our prime minister modi look like dynamic personality and sambit patra also,0
how modi became prime minister india real story exclusive india via ,1
now understood the reason being demonetisation modi wanted shift gandhi from right side left side and very few people would have noticed this change ,1
this isnt only how won but this how they have won all along mixed with all kind sinister and evil plans right from nehru remember vajpayee jis 2004 but this modi hes different than what people might perceive him difficult understandjudge him,-1
"same slogan dont work twice instead back fires not fulfilledcong used the slogan garibi hatao 1971
imagine what will happen modi repeated its last year slogan lac deposit",0
what’ going here one knows ’ waste timei think some unknown hands are working against hereither modi have contest she have battle both don’ happen bjp will lose all three seats bangalore,-1
"aimims akbaruddin owaisi modi interested shd come ill offer him chowkidars cap whistle
modi became chowkidar serve the people india remove corruption and corrupted people like this time all indians will remove dirt people like ",-1
"though remember dhananjoy chatterjee who was chowkidar bramin rapist and murderer
cant chowkidar brahmin subramanian swamy via ",0
modi already gave thousands crores taxpayer money farmers bribe for votes problems with that,0
didnt see mention vijay mallya there though dont you trust modi modi investigated congress leaders thoroughly and they didnt find any corruption they got bail dont antinational not trusting modi,0
how congress and gathbandhan fight against bjp when they are not position decide name candidates timelyit seem that will one side game where modi will become again undoubtedly,-1
election commission will act only those who print vote for modi their wedding cards,0
when modi haters like you mock salesmen surely narendra modi will become salesman modi show solidarity with all salesmen,1
modi came power promising revive river ganga its been years and the river only getting more and more polluted ,1
please share the positive developments our beloved modi who works 1416 hours day holidays leave last years,1
"save this tweet for your future reference scoundrel like jignesh mevani ambedkar was favour sanskrit national language
",0
congress paralysed defence forces not single jet bought from 200414 rifles biryani jihadis pakistan only cwg spectrum scam adarsh society scam and jija modi bringing rafael 203 for army chinook helicopter 777 dhanush corruption free govt,1
what kind uncouth beasts are thesegod save the nation @ modi 2019 ,1
any friends relatives who are voting for this govt only put muslims their place need speedily identified and put their place the dustbin before begin election season 2019 ,0
"
how does the budget 2019 help the middle class modi tells this video via namo app",0
chowkidhar aunty yourself and the fake chowkidhar modi will never understand the language peace and friendship master diplomatic stroke the pakistani dispensation which will leave yourself and modi red faced ,-1
like how modi gives money rich industrialists,1
yeah like all india waiting watch this movie and only then rush vote for modi  why afraid movie its just movie whether see not are going vote for modi ,-1
modi has already shown ask fuehrer kindly show his ,1
sinking new depths constitutional impropriety any case bjp wants junk the constitution ,1
"modi harana uske 2014 election phle clips dhikao public about 15lac
about notban about promises
otherwise clear winner 2019 ",1
waiting for narendra modi promise ₹ lakh everyone’ bank accounts once again  ,0
what mean expectation want him put 25000 pocket please dont expect all these from modi,-1
typical paramour you are keeping modi mind you say these words for rahul gandhi open wait wait till elections are over ill recommend take you youve correctly used all right words suitable only modi none else,1
where you went when modi said this same thing,0
dont get tagged modi just like thatu earn his tags,0
narendra modi ahead always,0
like modi again want send important message election commission that name many legal codidates had been cut district ballia upplease enquire ,1
wtf these typ people who support modi then proud that anti modi,1
modi the chaii wala how known the hospitality also offering tea enemy who come destroy respectable message world that pakistan peaceful country ,1
modi ’ chowkidar campaign subtle effort lower the bar for himself which should note having failed the statesman now projects though was the best chowkidar hoping people will forget what supposed ,1
actor siddharth hilariously tears apart the trailer modi biopic for glorifying him ,1
what about your father modi globally recognized terrorist,0
what you want should call hafiz saeed our baba qom and modi mahathma modi ,0
vote being good citizen india discharging responsibility towards nation vote kar narendra modi appeals everyone during tweetstorm ,1
why difficult understand for few people that just asking users utilize their voting rights choose the right candidate asking too much actually issue not madhavan the main issue the hatred for modi since hate modi you the same,-1
presumably the landlord also already lives somewhere why does need two houses why some landlords need 100,0
will goofup bengaluru south sest like how they lost assembly electionsif modi comes fine else give opportunity smttejaswini dont bring new face adventures this time ,1
during lucky period low crude price 1517 modi could have reduced more but has gone for less reduction all oil companies were red upa time there loss was first recoveredthank god modi didnt for populism,1
"his rally chhattisgarhpappu asked why govt didnt purchase mobiles from bhel does bhel bharat heavy electricals limited make mobiles “े mobile modi े bhel े ्ों ीं ़ीा
electrifying ”this the understanding politician who wants our ",-1
dont worry modi will settle all all them kashmir,0
take look shut the fake years modi achievements media ,-1
sad see transformation olympian supporter lair modi,-1
lutyens feed karte hai wohi randi rona yahan aake karte since you haters are not doing anything modi banning cruel practices like triple talak soon will ban polygamy mainstream mein aao spread awareness muslim areas them are jaahil,-1
for them modi god beyond politician ,0
muslims dont need they have already been asked congress for muslims party vote not less than 92votes stop modi,1
rahul gandhi future india surprised again introducing new scheme fight against poverty new shuck for modi,1
"☝☝☝☝☝ yeah they have served indian for years the reign congress
and have seen modi gov",0
are glade attend this program again,0
yes modi indeed respects common women was called merchant death sonia can presume sonia will abuse all men that same way bringing gender for such analogies absolutely congress style digress the topic,-1
yes rahul gandhi must resign for failing create jobs also for raga must only india had strong decisive leader like narendra modi ,1
haunted modi,0
what brainless creature you are did you even listen modis whole speech give analogy the amount black money stashed foreign banks modi said that lakh thing free internet milgaya hai kuch bhi liko qur bolo,1
once modi history bjp will send amit shah back you know,0
not supportive modi wdym,-1
sir have question what kind india are you looking forward when comes equal rights all indians irrespective their gender caste social status religion ,1
china welcomes friendly modikhan exchange pakistan national day kashmir age ,1
said the polls across the country would fought over modi’ report card singh asked bjp its five years had fulfilled its promises from 2014 elections ,0
bye bye modi sarkar election done today,0
"mohanan such antinational should pakistan
doesnt know that modi knows his economics very well and there surely mistake int methodology which shows unemployment year high ",1
"you say will deposited their bank accounts
who opened the bank accounts these poor people
not congress which ruled for years was modi who opened bank accounts the poor just months
your past track record inspires confidence ",-1
narendra modi doubt about ,0
know ethically dis wrong giving out free money just get votes rather than providing platforms earn per oposition campaign modi failed job creation why make ppl sit home wid this kind offer,1
body there only modi india,0
said yipee when modi was declared prime ministerial candidate 2013 like really yipeee ,1
definitely one more reason for poors vote for him from middle class supported modi till reservation now will vote for raga you cant our friend with increasing quota from ,1
well known you great marketer wonder why pulwama attack was seen the opposition marketing episode sad honourable modi,1
“ all are bjp workers and want the bjp emerge victorious want that once again modi should become the ” rajasthan governor kalyan singh ,0
good point his tone was very bad just angry modi and jaitly that they did not give him power should focus court cases and retire gracefully not loose respect,-1
you say chowkidar like its bad thing why scorn nepali guards ,-1
yes but that does not prevent you from fucking and producing many you wanthad modi succeeded bringing black money lac per head and given jobs per yearrahul could not have announced his progamme,-1
yes the reason saffron tertorism corrupt and terrorist prime minister modi who did blood bath gujrat kashmir and pulwama,-1
proud modi bhakt bhakt thousand times better than jihadi,1
mam time say good modi pakistan very howwas pakistan day for modi wishing imran khan ,1
vote  for modi only ,0
vishesh per cent indians have trust modi’ government via ,0
poor dont want tax payers money want government and modi our working hard make money not looking corrupt govt like upa and ,-1
suppose you will voting where the parties who are opposing modi have looted public money and made huge properties after they got the power just look the background maya mulayam from where they were now where they are the money they all have legitimate,1
"his rally cgarh pappu asked
“े mobile modi े bhel े ्ों ीं ़ीा”this his understanding wants bharat must say usual extremely “electrifying” pappu speech ",-1
modi has convinced many people that ignorance and stupidity are nationalisticpatriotic attributes reading questioning understanding antinational and propakistan,-1
why would you want gift ₹72000 someone while you can change their life with business opportunities are still subscribing freebies 2019 while modi wants empower everyone rahul gandhi wants take back india more than decades,1
modi just said theres enough black money swiss bank that divided could some lack rupees each indian didnt promise give 15lakh tried calculate how much money swiss bank,1
its idiotic idea ban modi biopic that way everyone india should banned from showing their palm which your party symbol ban brooms sweeping cozy aap symbol and onelse kapil sibals level playing field funda fails ,-1
exactly our friendship our status our value everything got increased due modi govt,1
madam looks like farmers have taken your advice file nominations against modi seriously but only difference they are filing nominations against you ,-1
modi keeping eye ,0
"you are doing the right thing why fight and fail
you know bjp will defeated however the blind bhakts india cannot think about truth modi has thought and fed them lies and they still think modi will back power never never ever modi ",-1
"every citizen india celebrity their own rights
 one vote can make all the difference anil kapoor answers modis election 2019 clarion call extends support his vote kar campaign ",1
yes conceded that everyone india working said the presser agrees with thread robust job creation under modi ,0
the political discourse now stuck you never ask modi these questions and from the other side you and ask rahul this question and journalism suffering ,-1
what your point view election results 2019 modi rahul modi make center with how many seats,1
2024 again modi government,0
modi brand every brand has merchandise don’ see problem him promoting his own merchandise they are not even expensive whatever takes need him back,1
"earlier had said that would withdraw the boarding passes they were found violation the model code conduct
",0
modi running judiciary,0
crap you think modi creates jobs had his chance now better ,-1
money which modi gave businessman will now given poor people country,-1
has developmental agenda always uses appeasement politics has vision every speech his election rally only content blaming modihe and his party has guts handle issues like pakistan effectively which has been seen upa regime,1
when congress confident their why they are worried biopic its means really worried about modi name ,1
kapil sibal has problem with everything ram mandir modi biopic death sentence terrorists govt formation bahar pheko,0
all even without asking sir modi  modi urges noted personalities spread voter awareness ,0
yes modi should rule for yrs more,1
"options this elections choose from lotus lootus agar majburi naam mahatma gandhi hai majbuti naam narendra modi hai modi for vision
rahul for division
all others for televisions whatsapp",0
not having that much cash asked traffic police charge from the debit card but felt sorry with modi ’ cashless india our officials can’ use card payment and even showing any docs online wouldn’ work instead getting challan for single doc got for everything,-1
doesnt know what they are coming say without modi this india not safe what you think about our army navy and air force,-1
dude theres difference over alleging communal riot and some local feudsome you have gone mad when you allege modi responsible for some local fight course those goondas should severely punished,-1
tamils and friends are ready see movie narendra modi happy all real life story our great waiting for april 5th super,1
"jobs – promise made and delivered the modi government
",0
doubt that first skull cap not indian muslims tradition its arabic tradition secondly muslims never force their ways anyone specially guests home this clearly traditional marketing ploy used many politicians this way appreciate modi,1
"india strengthening friendships across the globe under modi
",0
peoples opinion only one point agenda opposition remove modi ,0
after seeing the add the boarding pass are you voting for modi ,0
demonetisation corrupt people will burn says modi his speech via ,-1
madam think you have lost big way she knows what modi have done for divyang,0
"sir jai hind
sir myself from defence forces pls proper arrangement that can vote also while are duty iaf army navy want vote modi sir",0
more strength modi,1
did you not see this absurdity when modi was giving 6000year below acres what the fault the farmer owning acre cause also got zilch benefits will his income not stagnant while the small farmers income increase ,-1
mood the people that they want know least one pro poor achievement modi government,-1
"modi adorns colours north east
",0
its good see modi bakths are asking feasible provide 12000₹ our weak economy they know that broke the backbone indian economy with his demo and bad execution gst ,-1
definitely parliament waiting for modi,0
exactly that was only figure speech modi isnt stupid like rahul gandhi make promise providing free money all poor may not highly educated but not mand buddhi and definitely knows how economy works,-1
agree kanhaiya shud parliament but seriously think countering modi needed post may ,-1
how modi draws fans from across society answer found kumbh mela,0
this just example modi have launched many such schemes where the poors are getting benefited they are saving more than this which raga offering these people doesnt have skills they can only try attract poor money money their family disease,1
"ask modi troll minister contest from south 
",0
ergo air modi only correction needed was scratch out the middle word ,0
"modi helped big businessman
rahul will help poor people
thats difference ",-1
"from neglected states the gateway south asia – years modi north east
",0
let him get his economics right gone mad foolish from where going get money from swiss bank deposits why congress wasnt concerned and didnt disburse that money their tenure modi builds the indian cash reserve not give away just like that,-1
narendra modi address rally jammu march ,0
those jackets are useful direct attacks only intelligence let terrorists attack like pulwama such bullet proof jackets are not useful sir modi era rafale 126tech transfer was original deal change without techtrans ambani how you will justify,1
"modi never said that
congress started the fake rumours
and only congressi dallas people with brain and low believe its true your own research dont betray your country supporting congress",1
you dont vote for modi your love for the nation will questioned close enough ,1
unlike the nehru gandhi family has any scheme port station stadium etc been named modi xxx,0
"congress knocks election commissions door postpone the release modis biopic
",0
brother their issue not madhavan the main issue their hatred for modi since hate modi then how dare you ask users vote they think that madhavan asked users vote then everyone might have given all the vote modi their pappu will get failed again,-1
absolutely right not just coincidence that nirav choksi sandesara kothari modi and shah are from gujrat these thugs have brought bad name india and gujrat particular,-1
modi jumla baj actually jumla goes with modi only you can say man with promise for ,0
